2.92614e-02,1.66893e-06,5.82821e-02,2.47335e-03
3.18563e-02,2.62260e-06,3.56021e-02,1.25432e-03
3.00915e-02,2.86102e-06,3.55628e-02,1.19138e-03
2.81613e-02,3.09944e-06,4.13816e-02,1.14346e-03
3.20601e-02,2.62260e-06,3.34353e-02,1.06978e-03
2.79875e-02,2.38419e-06,2.92206e-02,1.62435e-03
2.92706e-02,3.33786e-06,2.31917e-02,1.10531e-03
2.82178e-02,2.86102e-06,2.21488e-02,1.01590e-03
2.79367e-02,2.38419e-06,2.53849e-02,1.20521e-03
2.65591e-02,1.90735e-06,2.53212e-02,1.02353e-03
2.75745e-02,2.14577e-06,2.72830e-02,1.45864e-03
3.25327e-02,2.38419e-06,2.89328e-02,1.22356e-03
3.16045e-02,3.81470e-06,3.02958e-02,1.18947e-03
3.19870e-02,3.09944e-06,2.41859e-02,9.25303e-04
1.91293e-02,4.29153e-06,2.12786e-02,1.02305e-03
2.57108e-02,2.86102e-06,2.83644e-02,1.49345e-03
3.65682e-02,3.57628e-06,2.67556e-02,1.33729e-03
3.79140e-02,2.62260e-06,2.53577e-02,1.44267e-03
3.23415e-02,3.81470e-06,2.83747e-02,1.19734e-03
4.84304e-02,1.90735e-06,2.76339e-02,1.14202e-03
3.29037e-02,2.62260e-06,2.81823e-02,1.15180e-03
3.24054e-02,2.62260e-06,2.50120e-02,1.10912e-03
3.26264e-02,2.38419e-06,2.58086e-02,1.11938e-03
3.44057e-02,2.62260e-06,2.63770e-02,1.12462e-03
3.22046e-02,2.86102e-06,2.67503e-02,1.11079e-03
3.16293e-02,2.86102e-06,2.62845e-02,1.33133e-03
2.90840e-02,3.09944e-06,2.61981e-02,1.48845e-03
3.17957e-02,2.62260e-06,2.32706e-02,1.08767e-03
3.20947e-02,3.81470e-06,2.41375e-02,1.15895e-03
3.03566e-02,1.64811e+00,5.67818e-02,1.35612e-03
3.05727e-02,3.81470e-06,4.24020e-02,1.13177e-03
3.26564e-02,2.62260e-06,4.20995e-02,1.13082e-03
3.17433e-02,2.62260e-06,3.25835e-02,9.39608e-04
2.61755e-02,2.38419e-06,3.35832e-02,1.22213e-03
3.10886e-02,3.33786e-06,4.54159e-02,1.36566e-03
3.24893e-02,3.09944e-06,4.30050e-02,1.47820e-03
3.27864e-02,2.38419e-06,4.30608e-02,1.21045e-03
4.05359e-02,3.09944e-06,3.82357e-02,1.14274e-03
3.29499e-02,2.62260e-06,3.51813e-02,1.13797e-03
3.40602e-02,3.57628e-06,3.95753e-02,1.11127e-03
3.32255e-02,3.57628e-06,3.43347e-02,1.13773e-03
3.26614e-02,2.86102e-06,3.33967e-02,1.09410e-03
3.26364e-02,2.38419e-06,3.28615e-02,1.28341e-03
2.97751e-02,3.81470e-06,3.39804e-02,1.19472e-03
3.22237e-02,3.57628e-06,3.45824e-02,1.20592e-03
3.27885e-02,2.86102e-06,3.70362e-02,1.19233e-03
2.55837e-02,3.57628e-06,3.03009e-02,9.79900e-04
2.68717e-02,2.86102e-06,3.76601e-02,5.56421e-03
4.09627e-02,4.29153e-06,3.47495e-02,1.31369e-03
2.78447e-02,2.86102e-06,4.34365e-02,1.36209e-03
3.23012e-02,4.29153e-06,3.47569e-02,1.17517e-03
3.04282e-02,2.62260e-06,3.36676e-02,1.20282e-03
3.29165e-02,2.62260e-06,4.04856e-02,1.24931e-03
3.27871e-02,4.29153e-06,3.50723e-02,1.15871e-03
3.17044e-02,2.62260e-06,3.48978e-02,1.13535e-03
3.26729e-02,2.86102e-06,3.66151e-02,1.27935e-03
3.22011e-02,4.29153e-06,3.49083e-02,1.12748e-03
2.95839e-02,2.86102e-06,5.17232e-02,1.07813e-03
3.19009e-02,2.86102e-06,3.51613e-02,1.34039e-03
3.20885e-02,2.01704e-01,4.26829e-02,1.68848e-03
3.35646e-02,2.86102e-06,8.02341e-02,1.48463e-03
3.29058e-02,2.86102e-06,4.39920e-02,1.10102e-03
3.26967e-02,2.38419e-06,4.44221e-02,1.14059e-03
3.30329e-02,2.86102e-06,4.05521e-02,1.39618e-03
3.24779e-02,2.86102e-06,3.48618e-02,1.12176e-03
3.20871e-02,2.86102e-06,3.17662e-02,1.16038e-03
3.01142e-02,3.33786e-06,3.20964e-02,1.38354e-03
3.30589e-02,3.57628e-06,3.24934e-02,1.34778e-03
3.15852e-02,2.86102e-06,3.15547e-02,1.37544e-03
3.14491e-02,1.43051e-06,1.81475e-02,9.19342e-04
2.47023e-02,2.62260e-06,2.56524e-02,1.51563e-03
2.95951e-02,3.57628e-06,3.52669e-02,1.53399e-03
3.26574e-02,2.62260e-06,3.50907e-02,1.48797e-03
2.93334e-02,2.86102e-06,2.96321e-02,1.20449e-03
3.24764e-02,3.81470e-06,2.80125e-02,1.19138e-03
3.21934e-02,2.62260e-06,2.76246e-02,1.22714e-03
3.26874e-02,2.62260e-06,3.99029e-02,1.63221e-03
3.24197e-02,2.62260e-06,2.88420e-02,1.15132e-03
