0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.17926e-02,1.90735e-06,1.23028e-01,2.11430e-03
2.85039e-02,2.14577e-06,4.55709e-02,1.18208e-03
3.25775e-02,2.86102e-06,4.42839e-02,1.11794e-03
4.59764e-02,1.66893e-06,9.45206e-02,1.07622e-03
4.74133e-02,2.86102e-06,4.46279e-02,1.27530e-03
3.25501e-02,2.62260e-06,3.92635e-02,1.15395e-03
3.40500e-02,2.62260e-06,5.37252e-02,1.20759e-03
4.46351e-02,2.38419e-06,3.03211e-02,1.13010e-03
3.24559e-02,3.09944e-06,3.13964e-02,1.10292e-03
3.21171e-02,3.09944e-06,3.12152e-02,1.08933e-03
3.16653e-02,3.09944e-06,2.59514e-02,1.35994e-03
3.30758e-02,2.86102e-06,2.92583e-02,1.15395e-03
3.20628e-02,2.14577e-06,3.92616e-02,1.12486e-03
3.16513e-02,1.90735e-06,1.86362e-02,9.32217e-04
3.00312e-02,2.14577e-06,2.15251e-02,1.18423e-03
3.20663e-02,3.57628e-06,2.82304e-02,1.37162e-03
3.33381e-02,4.05312e-06,3.80006e-02,1.37210e-03
2.93598e-02,2.86102e-06,2.78180e-02,1.17278e-03
3.41892e-02,2.14577e-06,2.84739e-02,1.25742e-03
3.28405e-02,2.38419e-06,2.91765e-02,1.15347e-03
3.44141e-02,3.09944e-06,2.88150e-02,1.15132e-03
3.29430e-02,2.62260e-06,3.02868e-02,1.14775e-03
3.67100e-02,2.62260e-06,2.95436e-02,1.11413e-03
3.35503e-02,3.09944e-06,2.78022e-02,1.25360e-03
3.30284e-02,1.90735e-06,2.80437e-02,1.10364e-03
3.29297e-02,2.14577e-06,2.72439e-02,1.13177e-03
2.94561e-02,2.14577e-06,3.01163e-02,1.09553e-03
3.27370e-02,1.90735e-06,2.80306e-02,1.22070e-03
3.31552e-02,2.62260e-06,2.67677e-02,1.33681e-03
2.88768e-02,1.57937e+00,4.77440e-02,1.42336e-03
3.35908e-02,3.57628e-06,4.55723e-02,1.06311e-03
3.35417e-02,2.38419e-06,4.28493e-02,1.06096e-03
3.16417e-02,2.14577e-06,4.44362e-02,1.76167e-03
2.88146e-02,2.38419e-06,4.59874e-02,1.23835e-03
3.22919e-02,5.24521e-06,4.66046e-02,1.42860e-03
3.25098e-02,4.29153e-06,3.30024e-02,9.26971e-04
2.05288e-02,2.86102e-06,3.75266e-02,1.05071e-03
3.22280e-02,2.38419e-06,6.33180e-02,1.28722e-03
4.77848e-02,2.62260e-06,3.95534e-02,1.14369e-03
3.54319e-02,2.62260e-06,3.78344e-02,1.18661e-03
3.41709e-02,2.38419e-06,4.93481e-02,1.12748e-03
3.32580e-02,2.62260e-06,3.83413e-02,1.22762e-03
4.94814e-02,2.14577e-06,4.15099e-02,1.06573e-03
3.32522e-02,2.14577e-06,3.67918e-02,1.19233e-03
3.23875e-02,2.14577e-06,3.79739e-02,1.12033e-03
3.18897e-02,2.38419e-06,3.44582e-02,1.58024e-03
3.28460e-02,3.09944e-06,4.33512e-02,1.08004e-03
3.36993e-02,2.38419e-06,3.83744e-02,1.20854e-03
2.34873e-02,1.66893e-06,2.70944e-02,1.09386e-03
2.66147e-02,1.90735e-06,3.54640e-02,2.99144e-03
3.37186e-02,3.57628e-06,3.97499e-02,1.21975e-03
3.41632e-02,5.96046e-06,3.90356e-02,1.22499e-03
3.37520e-02,2.62260e-06,3.85797e-02,1.19328e-03
3.26669e-02,3.57628e-06,3.88830e-02,1.14751e-03
3.35939e-02,2.14577e-06,3.69511e-02,1.15085e-03
3.31481e-02,2.86102e-06,4.10595e-02,1.16277e-03
3.17435e-02,2.86102e-06,3.81205e-02,1.09792e-03
3.24287e-02,1.90735e-06,4.61712e-02,1.12009e-03
3.20969e-02,2.38419e-06,3.60231e-02,2.30336e-03
2.90213e-02,2.07962e-01,4.29664e-02,1.06454e-03
2.78759e-02,8.10623e-06,5.45957e-02,1.40238e-03
3.32255e-02,1.90735e-06,4.76649e-02,1.31965e-03
3.98147e-02,1.66893e-06,4.55387e-02,1.18732e-03
3.23656e-02,2.38419e-06,4.25122e-02,1.13320e-03
3.32692e-02,2.14577e-06,4.24683e-02,1.13225e-03
3.31342e-02,2.38419e-06,6.26628e-02,1.04761e-03
3.13804e-02,3.57628e-06,3.56338e-02,1.15776e-03
3.25482e-02,2.62260e-06,3.68900e-02,1.14560e-03
3.23591e-02,2.14577e-06,3.72000e-02,1.03092e-03
2.98374e-02,2.86102e-06,5.54390e-02,8.79526e-04
3.17125e-02,2.38419e-06,3.72996e-02,1.23453e-03
3.18520e-02,2.62260e-06,2.24152e-02,8.25882e-04
1.59383e-02,1.43051e-06,1.77372e-02,8.50201e-04
1.57740e-02,2.62260e-06,1.60723e-02,8.56638e-04
1.63643e-02,2.62260e-06,1.51496e-02,8.23498e-04
1.66581e-02,1.90735e-06,1.55170e-02,8.44002e-04
1.59180e-02,2.14577e-06,1.55830e-02,8.44717e-04
1.57881e-02,1.90735e-06,1.54462e-02,8.39233e-04
1.58172e-02,1.43051e-06,1.53787e-02,8.46624e-04
1.58613e-02,1.43051e-06,1.53017e-02,8.37088e-04
1.58348e-02,1.43051e-06,1.53756e-02,8.51631e-04
1.58784e-02,1.66893e-06,1.51396e-02,8.30889e-04
1.58494e-02,1.66893e-06,1.49200e-02,8.33750e-04
1.58925e-02,1.66893e-06,1.52128e-02,8.38995e-04
1.58501e-02,1.43051e-06,1.47491e-02,8.52585e-04
1.57661e-02,1.43051e-06,1.47102e-02,8.43525e-04
1.57983e-02,1.90735e-06,1.43933e-02,8.51870e-04
1.58412e-02,1.43051e-06,1.51756e-02,8.28028e-04
1.59230e-02,2.62260e-06,1.48802e-02,8.59976e-04
1.57726e-02,2.18396e-01,2.60298e-02,8.56161e-04
1.61145e-02,2.14577e-06,2.63228e-02,8.38280e-04
